pincode,city,avg_rainfall,heavy_rain_days,avg_wind_speed,avg_pressure,storm_days,avg_aqi,disruption_frequency_score
787351,Mumbai,8.32,42,14.95,1009.41,6,110.15,0.7873410704882476
179013,Pune,4.95,14,15.03,1010.27,0,92.34,0.5077171044531885
285751,Hyderabad,3.83,6,13.14,1003.58,0,109.39,0.5369007708829361
910389,Pune,-0.67,5,17.72,1010.44,4,63.26,0.33811860935089133
758452,Hyderabad,7.13,5,12.18,1012.45,0,92.06,0.45152918359302124
618119,Kolkata,-16.13,7,13.04,1009.59,0,88.67,0.4482502496731858
586490,Hyderabad,-20.88,0,19.17,1010.86,0,118.62,0.5425196346834991
891093,Jaipur,17.68,11,10.15,1010.89,4,72.07,0.4149954653417244
691119,Pune,-4.98,1,16.08,1006.12,1,80.29,0.37788976174272226
896788,Mumbai,3.47,42,15.98,1009.7,6,101.85,0.7494026113243986
707616,Chennai,28.96,8,20.83,1008.35,6,74.8,0.41834052405586886
570711,Pune,1.58,0,15.86,1008.25,0,131.26,0.6003431438458715
814220,Pune,-7.8,0,13.27,1004.27,1,111.88,0.5162995071511229
691912,Kolkata,-17.69,7,12.17,1007.27,0,82.77,0.4212713878843149
774225,Bengaluru,-10.69,10,15.4,1019.3,2,88.63,0.47551408842607695
766158,Bengaluru,8.68,0,18.94,1011.51,0,123.45,0.5646305597214684
754858,Hyderabad,-10.56,2,13.56,1012.2,0,123.52,0.5771206998120678
438908,Hyderabad,0.33,0,15.98,1010.23,1,101.02,0.46662237094823095
757685,Mumbai,12.07,34,16.99,1010.93,6,85.73,0.6268693275296567
431495,Hyderabad,-11.74,9,13.1,1013.82,1,93.58,0.4874734218590251
258290,Chennai,18.25,18,17.77,1009.49,2,139.8,0.7583300028628297
561124,Mumbai,13.53,37,22.52,1010.27,4,120.27,0.7940230130060468
171603,Delhi,0.91,3,19.44,1015.09,3,117.54,0.569618677806158
591699,Mumbai,7.07,42,12.5,1010.26,5,46.72,0.4926975199233443
563688,Delhi,-5.71,8,15.77,1009.53,0,100.39,0.5079373372008735
762055,Jaipur,4.5,0,18.01,1005.33,0,54.62,0.2498032077420935
417530,Chennai,9.51,23,15.15,1009.34,8,93.78,0.6057914504262025
935012,Kolkata,-2.79,9,14.16,1004.86,2,87.72,0.46522288204829815
388016,Bengaluru,10.93,7,16.05,1007.88,2,75.44,0.3968746273483712
720148,Hyderabad,2.26,3,16.13,1007.47,0,92.94,0.44336275427067445
158900,Mumbai,4.11,36,14.83,1015.32,9,95.49,0.697447307206908
469038,Delhi,23.18,0,20.06,1010.59,1,113.39,0.5231895143597382
631981,Hyderabad,-10.25,0,18.36,1010.09,1,103.4,0.47747012672741024
177794,Ahmedabad,11.52,13,17.68,1003.57,4,68.75,0.41199693431988826
425486,Mumbai,10.2,41,16.66,1011.81,4,121.29,0.8230678568849633
584172,Jaipur,4.83,0,14.04,1009.84,0,132.67,0.6067678799539558
573866,Pune,-0.71,2,22.38,1015.01,0,95.42,0.4486167399569329
139434,Lucknow,5.28,0,18.07,1000.4,2,108.24,0.5041906903931218
159653,Pune,-0.67,0,18.0,1011.62,4,117.02,0.5535050534518439
486649,Mumbai,12.38,38,18.42,1004.85,8,126.05,0.8448148013029323
972097,Delhi,2.12,2,10.91,1006.07,4,104.77,0.5096646688705148
401022,Lucknow,-1.67,0,16.21,1009.4,0,83.03,0.37974940571536736
180458,Pune,2.0,4,14.76,1012.14,0,111.66,0.5350842882673749
775981,Jaipur,5.47,0,11.56,1012.59,0,90.92,0.41582482730700193
996840,Mumbai,-4.71,43,21.8,1006.06,5,124.46,0.8543524563551396
194682,Kolkata,2.81,11,20.84,1011.05,2,125.91,0.6520835809435535
744883,Bengaluru,-4.34,3,19.76,1013.06,1,101.85,0.4887007995670232
722937,Mumbai,3.45,45,19.7,1010.49,8,61.11,0.5905204997910364
631699,Ahmedabad,-11.68,15,16.88,1006.67,0,84.32,0.4771331542601317
503159,Lucknow,8.84,11,14.75,1008.72,2,103.56,0.549866132134286
585188,Mumbai,21.72,40,16.55,1014.55,5,77.6,0.6217350688134415
708519,Bengaluru,5.73,5,18.66,1007.54,0,127.47,0.6135065255270777
681242,Kolkata,17.02,9,16.93,1011.48,0,99.98,0.5121770905734644
930281,Delhi,9.45,0,14.48,1011.23,0,85.64,0.39169727100056434
874814,Delhi,-11.57,3,20.28,1008.32,0,103.94,0.49369886921627726
143015,Delhi,14.44,0,14.59,1007.48,0,117.46,0.537213621809028
571579,Lucknow,1.58,6,14.71,1008.56,0,86.85,0.43379508399775796
949153,Delhi,-2.82,5,20.51,1004.73,0,116.61,0.5638425203294365
699425,Pune,11.57,3,12.42,1005.08,0,100.44,0.4776584362878576
783501,Lucknow,-0.74,5,14.75,1004.45,1,59.57,0.307534117661819
297383,Hyderabad,26.52,0,13.7,1011.5,0,94.56,0.432498825120764
437145,Mumbai,-4.4,40,25.36,1007.89,5,107.64,0.7591099161195682
734394,Mumbai,3.72,41,22.35,1005.82,9,112.35,0.8050612491738168
598733,Delhi,1.02,0,15.49,1007.86,0,107.97,0.4938250961162028
625721,Ahmedabad,13.8,18,15.69,1000.44,4,70.86,0.4521740852745987
258189,Ahmedabad,-11.28,14,12.07,1008.38,3,130.06,0.6939337161287098
164879,Bengaluru,-10.65,11,15.06,1013.58,2,108.0,0.5701767922158684
572407,Ahmedabad,8.3,23,14.96,1010.93,0,80.68,0.5092518836714462
208529,Jaipur,6.65,2,15.7,1006.64,0,83.07,0.39213145758629697
950360,Mumbai,9.83,41,16.41,1010.95,5,89.54,0.6824452753460194
978053,Pune,-19.53,1,12.53,1011.32,2,107.53,0.5070646198374953
460120,Pune,2.16,0,16.0,1010.46,5,102.15,0.4900569809881637
849014,Delhi,-17.56,0,15.88,1003.87,0,85.24,0.38986529767221584
188425,Bengaluru,13.63,12,21.92,1014.58,0,113.18,0.5908308670067606
629057,Pune,15.57,6,18.85,1005.33,0,88.84,0.4429252260141776
777513,Bengaluru,2.04,1,14.92,1009.16,0,107.0,0.49547589678653037
280941,Bengaluru,13.17,9,21.8,1014.51,0,77.34,0.40861214482197455
141043,Chennai,4.37,10,22.58,1017.46,4,65.56,0.37910684423240176
359778,Pune,11.59,0,19.23,1011.18,1,68.84,0.31940492994521064
841995,Bengaluru,7.4,1,17.91,1010.73,5,106.33,0.5152803583075813
559022,Delhi,16.68,4,14.41,1008.43,0,101.35,0.4879438900984739
560767,Jaipur,15.79,0,15.23,1005.81,0,91.4,0.41805316078943566
649525,Bengaluru,-2.47,14,23.61,1015.87,1,120.66,0.6418135136872849
648141,Jaipur,1.76,0,14.03,1005.92,0,65.38,0.29904738444990603
739427,Chennai,-4.24,20,17.46,1014.12,4,77.57,0.4950276364170153
266457,Mumbai,7.62,42,19.48,1013.86,8,90.87,0.7083330255352591
481574,Mumbai,5.0,32,19.36,1010.03,4,126.53,0.7921576138944937
490963,Delhi,7.36,6,17.94,1009.4,1,88.8,0.4473252873386418
396635,Mumbai,1.2,43,16.3,1009.7,6,107.92,0.7832609459195025
506235,Lucknow,8.28,0,11.76,1008.04,1,81.4,0.3768555480577147
528625,Kolkata,6.22,10,14.68,1005.67,0,104.28,0.5379133905517298
912085,Ahmedabad,16.66,21,12.37,1009.45,1,99.62,0.5882716917524986
454803,Hyderabad,0.03,8,20.21,1013.41,0,133.18,0.6578952018969036
811875,Pune,-6.37,0,14.03,1014.94,1,94.65,0.43748164651429117
726928,Chennai,10.82,12,19.23,1010.91,6,126.82,0.680652584512377
154909,Chennai,15.26,12,15.91,1005.33,6,99.71,0.5566499133062175
927564,Ahmedabad,17.88,8,16.67,1006.43,2,108.63,0.5547570376767436
761532,Pune,1.52,0,13.77,1015.08,0,105.08,0.4806067123132768
778748,Pune,13.57,0,19.88,1007.08,0,107.91,0.49356198230208326
450905,Delhi,4.55,7,21.43,1004.98,2,93.39,0.47898372045330756
169113,Hyderabad,-8.61,0,18.08,1009.63,2,123.64,0.574618746891816
445705,Bengaluru,13.1,2,19.46,1016.53,0,114.57,0.5361850733342827
199096,Ahmedabad,6.76,10,13.38,1009.2,6,92.05,0.5094373416760617
685066,Delhi,-0.25,7,17.04,1007.2,2,109.15,0.5510431881608673
811332,Hyderabad,22.19,0,17.72,1010.79,1,138.24,0.6368224383439122
505341,Jaipur,7.69,10,20.81,1011.16,0,145.61,0.7269435256003105
397949,Bengaluru,13.47,0,19.35,1013.6,2,98.4,0.4591896068183558
364236,Lucknow,0.96,7,18.67,1008.46,0,111.79,0.55399342148891
858889,Ahmedabad,2.0,14,15.41,1008.97,2,84.48,0.48091131201510734
992931,Delhi,4.61,0,17.31,1011.56,0,87.51,0.40022497985032085
788457,Mumbai,1.02,35,15.99,1009.46,6,82.08,0.6162691998044257
731977,Delhi,6.33,0,18.17,1008.03,0,57.13,0.26131086297063094
257677,Hyderabad,-11.53,6,16.39,1007.86,0,78.56,0.39590948856142105
449555,Lucknow,7.56,3,17.78,1009.47,0,100.06,0.4759565825146972
185461,Bengaluru,14.2,8,15.43,1011.27,0,98.99,0.5015550682515424
711046,Chennai,-8.32,10,16.11,1005.81,6,79.75,0.4531548754433662
795847,Mumbai,-3.03,40,18.1,1006.09,9,110.49,0.7904264292768319
248298,Chennai,-4.92,2,20.33,1011.98,5,67.78,0.34505756153621425
466813,Pune,-4.43,1,13.83,1006.35,2,115.96,0.5455886408666919
425301,Mumbai,19.86,40,19.87,1010.61,9,77.63,0.6401287302258737
787923,Jaipur,-10.69,0,16.56,1006.53,2,73.38,0.3447440304901145
832409,Ahmedabad,-14.06,13,20.21,1007.83,0,87.85,0.4810834260632895
794299,Mumbai,3.25,46,15.83,1012.16,8,96.97,0.7606326833035193
510997,Hyderabad,-9.04,7,15.91,1008.56,2,121.28,0.6065425837539523
235215,Pune,-1.0,6,16.24,1009.38,1,115.96,0.5715409356162656
723945,Pune,15.01,0,19.53,1013.75,3,70.82,0.3376466196687833
843266,Ahmedabad,16.1,16,13.54,1008.66,1,103.25,0.5743690827150518
188834,Mumbai,-3.55,41,23.54,1010.04,9,73.59,0.6277530111324313
424620,Bengaluru,-7.52,4,19.61,1015.86,2,121.88,0.5909721930329124
686072,Ahmedabad,-8.97,16,9.22,1000.7,1,147.48,0.7766541304352993
494976,Jaipur,-4.03,4,12.04,1009.35,0,75.01,0.36748343820396007
774751,Lucknow,19.96,8,12.92,1009.52,0,90.15,0.46109320609983495
930117,Ahmedabad,1.27,15,12.5,1008.56,0,82.48,0.46873094501779505
444432,Bengaluru,-12.84,3,19.58,1008.35,0,54.41,0.2671361086866312
952686,Hyderabad,-10.54,0,17.48,1015.3,0,111.89,0.5117352719996493
234001,Mumbai,0.46,39,22.92,1006.97,3,126.06,0.8281129437385467
802667,Kolkata,21.71,11,18.11,1006.21,3,95.77,0.5188171194120424
836971,Mumbai,-2.1,50,18.27,1005.34,8,75.84,0.6883802545159271
969226,Delhi,17.01,5,15.68,1006.19,1,91.12,0.4518007570074008
874661,Hyderabad,2.44,0,14.75,1009.23,0,163.25,0.7466460299539266
818709,Hyderabad,22.43,4,10.97,1010.74,0,87.67,0.425368323404264
651963,Kolkata,23.79,3,11.9,1005.26,0,61.35,0.29887413904619525
197992,Chennai,15.64,8,18.97,1005.14,4,94.17,0.49779208767832533
777406,Bengaluru,11.59,4,16.02,1011.63,0,103.58,0.4981436304998363
803024,Bengaluru,4.94,0,9.5,1014.6,0,102.37,0.4681954441756185
543973,Hyderabad,16.83,0,18.86,1011.68,1,98.63,0.4556728771136892
633188,Bengaluru,23.43,0,16.3,1010.7,0,136.3,0.6234120792910032
479404,Pune,-7.18,0,22.05,1000.41,2,78.5,0.3681846730926642
119116,Jaipur,-8.55,2,14.61,1002.59,1,86.54,0.4125843107230228
480211,Bengaluru,20.02,4,11.25,1013.99,3,95.45,0.47468009139948975
423869,Ahmedabad,-6.8,11,14.16,1010.03,2,111.3,0.585297895376056
289019,Lucknow,20.7,9,16.59,1003.76,0,112.25,0.5682988696058194
324597,Mumbai,12.4,42,21.01,1009.94,6,95.77,0.7215721101734256
458332,Kolkata,4.3,18,17.0,1007.04,0,93.12,0.5356657852928429
903373,Ahmedabad,-5.99,21,15.39,1012.87,2,135.08,0.7550216163394753
609892,Hyderabad,7.83,10,14.74,1008.97,3,100.34,0.5336257509183328
301332,Jaipur,-17.66,5,13.03,1007.65,3,97.32,0.48932496699241457
337547,Mumbai,5.61,46,24.44,1010.41,6,131.25,0.9082676238729764
244247,Delhi,-5.11,7,13.02,1004.51,0,83.44,0.424320857330673
262471,Chennai,-10.16,12,18.44,1006.68,6,58.76,0.36938269307733684
180913,Lucknow,1.33,17,10.95,1004.81,2,68.87,0.427810313767121
410160,Kolkata,2.82,1,11.1,1009.65,1,111.75,0.521786895200027
985447,Pune,5.06,1,21.98,1011.12,0,95.23,0.4416508216043417
926403,Kolkata,3.86,3,12.89,1010.72,2,98.46,0.4777691103216129
206053,Pune,1.29,2,21.66,1010.92,2,117.41,0.5583444994954291
632351,Ahmedabad,10.58,20,17.31,1010.16,1,88.38,0.5307468810679158
908320,Pune,-2.35,6,17.12,1008.44,0,96.41,0.4775352396998159
665990,Pune,0.47,4,19.09,1008.73,0,120.64,0.5761435659837769
975686,Delhi,25.23,0,17.55,1007.68,1,118.75,0.5476924244355167
874524,Mumbai,22.82,45,17.18,1006.81,5,96.99,0.7408766791426264
652108,Pune,7.12,0,14.02,1009.08,2,110.09,0.5126673052967187
139581,Lucknow,-2.47,0,12.62,1004.69,0,101.35,0.4635317549920013
794083,Chennai,8.7,9,23.99,1008.64,6,112.21,0.595547153663296
453123,Pune,4.83,0,15.1,1012.25,1,75.71,0.3508419694994223
903531,Chennai,17.11,16,25.52,1011.0,5,93.58,0.548445638089105
748052,Bengaluru,-11.97,1,18.76,1011.49,0,113.9,0.5270245945870788
237414,Kolkata,10.6,5,10.08,1008.3,2,103.03,0.5108749258639539
726258,Bengaluru,-1.41,0,18.75,1019.78,1,104.02,0.4803450462951544
495019,Hyderabad,1.04,6,13.14,1007.47,0,99.35,0.4909823770523882
261745,Hyderabad,15.94,8,19.76,1007.47,0,108.35,0.5443370732254462
270128,Delhi,17.87,1,15.41,1004.55,0,110.64,0.5121521724567663
289630,Lucknow,-5.93,4,9.11,1009.8,0,101.47,0.4885044741879264
971728,Hyderabad,-10.0,0,12.61,1012.16,0,119.27,0.5454944558532111
826501,Kolkata,-1.31,15,15.99,1006.03,1,81.81,0.4702308001738692
908554,Jaipur,-0.62,0,14.16,1014.54,0,73.2,0.3348039518179829
755087,Kolkata,7.35,2,18.59,1004.45,2,130.89,0.620009072995828
948343,Mumbai,12.02,39,13.35,1010.54,7,81.95,0.6446495285238387
273580,Ahmedabad,-3.95,2,17.95,1009.47,1,122.5,0.5770285019998797
856215,Bengaluru,24.63,8,19.79,1014.32,0,75.12,0.3923693072168832
558933,Pune,5.24,11,19.45,1012.8,4,92.87,0.5101381432369712
145814,Hyderabad,1.59,2,14.57,1011.33,1,88.71,0.4224845697040651
530816,Jaipur,-23.32,3,10.08,1010.34,0,96.39,0.4591575643415176
481995,Jaipur,12.03,8,13.75,1010.83,0,92.21,0.4705282815953034
809217,Delhi,-6.16,9,13.7,1010.77,2,118.35,0.6053083883167869
854540,Mumbai,26.47,42,13.67,1007.03,8,96.52,0.7341882044043521
349068,Pune,-2.15,1,18.44,1013.42,0,77.49,0.3605107701315533
565776,Pune,-6.52,3,13.03,1009.5,3,71.32,0.358199948639338
740255,Pune,8.67,0,22.3,1006.68,0,63.83,0.29192160858534705
398768,Hyderabad,-8.27,5,13.36,1011.28,0,85.41,0.42113030303017107
888939,Ahmedabad,1.0,6,11.7,1007.72,4,114.64,0.579213291343427
884897,Mumbai,6.24,50,24.34,1010.2,7,87.1,0.7352949662893973
921874,Hyderabad,-8.02,4,11.53,1010.25,0,60.64,0.30174220009010333
570735,Kolkata,19.47,0,14.05,1006.08,0,128.21,0.5863882849575693
345369,Jaipur,7.89,8,13.92,1012.98,0,125.3,0.6218794811529128
659951,Pune,14.84,9,16.87,1010.51,2,94.71,0.4972187508855304
350786,Bengaluru,-1.87,10,18.17,1014.07,0,105.63,0.5441194902799493
424500,Pune,3.41,2,18.59,1012.76,0,83.38,0.39355944144177735
947903,Delhi,5.27,8,14.86,1006.47,0,100.6,0.5088788440603582
922471,Chennai,-3.62,12,18.21,1004.61,8,99.37,0.5642725576689877
591798,Bengaluru,3.89,5,16.83,1008.36,1,122.43,0.5950196041480396
975679,Bengaluru,4.2,6,16.42,1013.49,0,93.31,0.4633447670139285
303440,Kolkata,3.61,4,9.6,1005.35,0,75.49,0.3696778224539324
485709,Pune,-7.94,0,15.84,1008.61,0,88.32,0.4039316692074698
811256,Bengaluru,15.91,8,16.49,1009.52,1,80.97,0.4236783736105043
698128,Mumbai,0.53,38,20.41,1006.34,9,123.71,0.83870478845733
561999,Chennai,-3.44,9,12.73,1005.97,7,85.62,0.47848053617507247
584106,Chennai,7.38,8,15.93,1011.38,8,102.94,0.5561760993914676
906814,Jaipur,-0.77,0,13.14,1007.84,1,118.16,0.5450043870607094
395459,Delhi,-3.0,0,12.55,1010.51,0,90.14,0.4122493935901282
915922,Pune,-8.62,0,17.93,1013.7,0,96.2,0.4400032955535922
500422,Kolkata,12.89,1,15.41,1009.69,3,110.93,0.5271593474268107
627335,Kolkata,10.92,4,12.78,1010.08,1,82.54,0.40648914361854155
653081,Chennai,0.92,11,21.92,1008.78,5,83.94,0.47388428946004085
538997,Pune,8.65,5,16.37,1007.42,4,115.37,0.5764359187524107
269930,Pune,12.48,5,14.59,1009.88,0,99.91,0.48746164776715284
956572,Chennai,20.68,12,14.32,1013.14,7,102.72,0.5750121826100326
309398,Lucknow,13.64,4,10.44,1007.92,0,118.36,0.5657550990158187
940181,Lucknow,-11.97,3,7.77,1006.39,0,78.86,0.37897378575838464
734035,Kolkata,5.43,8,14.04,1009.83,0,89.74,0.4592282753266858
245121,Bengaluru,-0.37,0,17.63,1009.95,4,119.37,0.5642541495340788
362147,Bengaluru,-3.09,10,17.85,1007.78,0,70.2,0.3820536292293545
154714,Pune,-4.35,0,19.58,1012.56,1,113.63,0.5242601747335072
772324,Jaipur,2.73,0,8.51,1009.94,1,122.45,0.5646015218469398
603935,Lucknow,18.52,1,16.12,1005.31,0,114.85,0.5313798543061112
489244,Kolkata,19.36,9,15.18,1003.02,0,92.03,0.47579249156433195
681478,Mumbai,4.44,41,20.04,1006.8,8,53.61,0.5318218217782944
207573,Kolkata,12.78,1,14.52,1008.37,1,123.38,0.5749738167264365
845957,Pune,9.68,6,19.76,1004.28,0,113.56,0.5559759584625447
986982,Lucknow,4.35,4,17.54,1010.85,0,69.05,0.3401956004880305
640970,Lucknow,-11.79,0,9.84,1004.05,0,127.7,0.5840809129663929
992512,Bengaluru,0.93,0,20.01,1006.82,1,104.68,0.4833391270268852
230734,Bengaluru,9.82,8,17.33,1012.1,1,89.53,0.4628578811964274
398910,Delhi,-10.29,15,13.66,1007.02,1,83.38,0.4774118817472327
187949,Chennai,7.46,8,19.93,1010.72,2,109.71,0.5597003362159554
900185,Pune,9.18,2,17.71,1010.42,0,99.95,0.469333568567083
268099,Jaipur,-4.39,0,13.78,1012.68,2,78.46,0.36800549111567143
386042,Pune,-17.82,0,16.1,1011.47,1,80.91,0.3746297625027448
571145,Pune,9.44,6,18.09,1010.97,4,128.13,0.6409197549506487
638289,Mumbai,8.77,42,20.23,1007.56,9,89.45,0.7064269436182689
254506,Kolkata,8.24,9,14.6,1009.24,1,93.68,0.48792292811133675
971415,Delhi,9.68,7,12.6,1006.46,0,135.51,0.6624482973288023
558723,Ahmedabad,-5.28,14,23.43,1010.49,0,101.66,0.5503280478097148
196168,Chennai,14.41,18,16.72,1010.09,2,109.01,0.617484962866723
332823,Ahmedabad,5.73,19,18.8,1010.79,0,128.54,0.7037717563741451
956375,Bengaluru,-5.29,2,15.31,1006.15,1,64.93,0.31371740265268283
573041,Pune,-0.14,5,12.06,1012.39,0,105.19,0.5115813678946807
466566,Bengaluru,-4.81,6,18.78,1006.36,1,92.26,0.4631207372502095
127965,Pune,0.96,0,11.41,1009.8,0,99.05,0.45302531266770435
535050,Lucknow,3.63,0,13.96,1006.09,0,104.57,0.47826783135615897
155843,Mumbai,14.39,39,16.42,1009.12,3,88.82,0.6577783029325206
515712,Bengaluru,16.48,3,16.27,1014.24,0,105.37,0.500220121682009
626392,Chennai,-1.17,14,15.13,1004.21,2,98.52,0.5451330558520531
492127,Ahmedabad,11.38,15,17.25,1010.69,2,83.59,0.48292512404215976
347231,Kolkata,10.46,6,13.79,1011.24,0,90.53,0.4506490776346423
504924,Delhi,1.81,5,18.85,1009.95,0,71.65,0.3581994168508047
185569,Kolkata,19.23,11,16.67,1003.13,0,93.31,0.49384673273721175
493124,Kolkata,3.57,2,12.99,1010.84,0,41.29,0.20104465732267846
335445,Kolkata,-3.82,12,15.1,1008.76,0,124.19,0.6411630089408742
129556,Chennai,15.06,16,17.05,1005.25,3,87.96,0.5135834714140098
434165,Chennai,-11.59,20,13.14,1009.51,7,80.44,0.5218902539150446
203896,Kolkata,6.53,5,11.69,1011.24,0,123.01,0.5931184381340274
979940,Chennai,8.41,13,14.75,1014.08,3,118.55,0.6352165817956429
849421,Kolkata,14.11,7,19.61,1005.84,5,102.47,0.534240725576528
781533,Chennai,19.87,22,19.49,1009.32,3,96.07,0.5872551349515641
451577,Delhi,-2.24,6,15.83,1007.76,2,90.91,0.4615127437758808
929822,Jaipur,-11.38,0,18.94,1003.86,2,111.38,0.5185679099875304
253143,Bengaluru,10.11,0,15.7,1010.83,0,86.92,0.39755491052692243
244283,Hyderabad,-12.04,0,12.53,1009.63,0,82.14,0.37568578749760695
140163,Lucknow,-7.82,0,13.94,1009.34,0,83.36,0.3812606660682517
400814,Jaipur,-2.67,3,15.24,1009.51,2,111.86,0.5390563150706603
970068,Delhi,8.76,0,17.6,1005.68,0,99.47,0.4549627967004565
595404,Lucknow,10.54,0,15.03,1009.84,1,84.01,0.3888297760033044
829884,Lucknow,6.19,11,9.89,1010.8,0,84.62,0.45409163614946985
971482,Bengaluru,15.86,0,15.62,1010.65,5,78.59,0.3823156474671778
245534,Lucknow,13.57,2,15.92,1005.82,0,104.11,0.4883516224623157
895702,Hyderabad,7.2,4,17.05,1008.31,1,72.41,0.36013029906052213
839808,Delhi,-3.77,2,19.95,1013.02,0,69.76,0.3312790010131042
591897,Jaipur,12.01,8,14.56,1002.81,3,81.59,0.4356629195247927
570392,Lucknow,-10.01,10,19.29,1011.01,0,95.49,0.4977404422591783
745239,Bengaluru,-3.17,2,13.29,1014.85,0,134.86,0.6290026158638157
105506,Delhi,-5.72,2,13.79,1008.7,1,100.27,0.47537897443408306
183074,Bengaluru,-6.93,8,25.45,1015.5,0,96.05,0.4880752070039959
119927,Kolkata,11.97,16,19.22,1005.48,2,92.32,0.528953259160226
368355,Bengaluru,11.89,0,19.94,1010.06,0,77.79,0.3557802130918538
326130,Lucknow,4.38,9,14.65,1011.89,0,119.63,0.6020413007453143
975522,Delhi,2.97,0,18.06,1010.94,3,111.48,0.523574428303873
256782,Mumbai,4.95,38,16.97,1006.61,12,96.08,0.7260383347460331
675462,Lucknow,9.4,4,12.11,1005.54,3,164.34,0.7897514254326878
862560,Ahmedabad,7.91,18,16.64,1008.77,2,94.3,0.5502284877072766
738457,Bengaluru,8.31,9,16.59,1014.36,0,122.77,0.616405623100443
653408,Hyderabad,-8.6,0,12.87,1011.74,1,95.46,0.4411685403591156
543814,Hyderabad,12.48,5,18.14,1005.5,3,125.94,0.6202430616509275
216587,Lucknow,1.28,5,11.23,1005.98,0,107.94,0.5241659941596358
913875,Lucknow,-1.09,7,15.25,1006.61,2,89.4,0.4607327479367679
402096,Pune,13.0,0,19.13,1008.89,0,93.13,0.4259665398948225
349183,Hyderabad,7.91,19,16.45,1010.37,0,108.56,0.6123807287432868
415779,Hyderabad,16.32,0,16.17,1007.31,0,93.88,0.42937832779572577
227767,Lucknow,-2.38,0,17.02,1006.83,3,84.35,0.39949110866324933
150068,Bengaluru,2.82,3,15.73,1012.14,1,99.68,0.4787523458473487
350021,Jaipur,0.61,2,15.72,1004.77,2,80.29,0.3885769166816515
540218,Bengaluru,2.54,7,22.38,1008.84,0,96.03,0.4818908925185689
769989,Jaipur,-4.44,9,15.38,1004.47,5,77.2,0.43082610999382864
932463,Bengaluru,-5.85,4,18.44,1010.96,0,78.99,0.38564770038093577
753064,Ahmedabad,9.09,14,16.66,1006.13,2,77.97,0.451137020798107
579318,Jaipur,-3.08,0,14.7,1010.31,0,117.06,0.5353877523336669
165858,Bengaluru,25.46,6,16.39,1011.96,1,71.95,0.3702243806868501
216242,Jaipur,7.07,8,11.14,1010.15,2,95.16,0.49314670719996245
977330,Jaipur,-11.45,1,16.18,1007.09,0,85.37,0.39656754668255934
624108,Hyderabad,8.6,0,15.79,1006.88,0,108.22,0.4949596034615156
725726,Kolkata,23.06,8,13.29,1009.49,2,84.74,0.44552193658402744
662093,Hyderabad,8.2,2,11.98,1010.21,0,93.71,0.44080138104417077
117233,Lucknow,0.44,1,16.39,1009.56,0,102.72,0.4759257223847313
762652,Hyderabad,-16.43,10,16.09,1007.6,0,83.29,0.44192619965400404
640410,Jaipur,6.2,0,12.67,1006.78,0,78.25,0.3578959287408298
702980,Pune,-0.28,1,17.3,1005.95,0,100.4,0.4652961336217446
353690,Pune,4.92,5,18.37,1012.73,1,74.71,0.3767687750779949
853448,Mumbai,0.13,30,22.79,1008.98,6,93.67,0.6387886219839857
250551,Lucknow,17.57,0,17.47,1012.25,0,102.78,0.4700785208056576
405420,Pune,-1.64,0,12.85,1004.89,6,85.01,0.4162630910367232
550089,Kolkata,23.91,10,12.36,1002.35,0,135.31,0.6798613029526318
101640,Pune,14.14,0,17.26,1008.93,0,109.93,0.5027681106535791
744674,Hyderabad,-3.45,4,13.11,1010.59,0,114.31,0.5472155116004963
469954,Delhi,-12.71,1,18.78,1008.98,1,35.46,0.17284810596976047
352249,Kolkata,23.42,10,16.31,1004.68,0,85.35,0.45133373416372047
698384,Kolkata,12.5,0,16.31,1010.91,3,94.69,0.4468216821649038
536802,Delhi,0.17,0,15.72,1007.56,0,117.57,0.5377097933696687
296412,Ahmedabad,16.82,11,17.48,1013.38,0,102.94,0.5379180405404809
796643,Jaipur,-4.63,0,18.48,1008.49,1,73.82,0.3422027646537593
800674,Ahmedabad,3.24,20,23.15,1008.46,4,110.3,0.644722279118601
189772,Pune,9.41,3,15.36,1015.98,0,72.72,0.3509125517330584
648913,Pune,9.5,4,18.88,1006.5,4,106.47,0.529634009431856
478120,Delhi,-3.12,2,18.0,1011.35,3,108.53,0.522294681382037
170966,Pune,10.61,14,15.47,1007.88,3,102.46,0.5677005700931812
651613,Hyderabad,-10.46,0,16.39,1016.41,2,73.83,0.34681781288657315
670511,Lucknow,5.81,0,14.74,1010.45,2,131.74,0.6116798580360441
631971,Pune,-0.81,6,13.53,1012.11,2,74.57,0.3867788988289371
924613,Pune,7.08,2,14.4,1013.59,0,67.77,0.3221689214396556
632280,Kolkata,10.68,3,14.17,1007.41,0,98.87,0.4704750585218422
681070,Chennai,2.61,4,11.27,1012.53,3,137.11,0.6651899865744851
121322,Ahmedabad,1.92,8,12.16,1007.13,0,71.98,0.3780091850716514
509420,Pune,3.41,0,13.2,1015.47,2,120.11,0.5585135064260334
592972,Delhi,6.96,0,12.42,1006.11,0,82.41,0.37689923900403793
145649,Bengaluru,1.39,0,16.13,1010.36,0,103.79,0.47469503928182366
766549,Chennai,4.48,18,15.62,1010.95,2,100.38,0.578041917911634
505674,Lucknow,4.24,0,10.76,1008.44,0,152.12,0.6957507039144653
491435,Kolkata,0.05,0,13.76,1007.09,1,71.54,0.3317654646632332
